metric,measurement_set,horizon_cycle,service_N,rank,value
condition_W,Capacity + Resistance + Expansion,65.0,,5,40864.85249237643
sigma_min_W,Capacity + Resistance + Expansion,66.0,,5,0.32306314270734143
condition_W,Capacity + Resistance + Expansion,66.0,,5,41792.84884178278
sigma_min_W,Capacity + Resistance + Expansion,67.0,,5,0.33870464228536123
condition_W,Capacity + Resistance + Expansion,67.0,,5,42867.38450017309
sigma_min_W,Capacity + Resistance + Expansion,68.0,,5,0.354294321335681
condition_W,Capacity + Resistance + Expansion,68.0,,5,44093.30195795292
sigma_min_W,Capacity + Resistance + Expansion,69.0,,5,0.36979460136194736
condition_W,Capacity + Resistance + Expansion,69.0,,5,45477.58715770056
sigma_min_W,Capacity + Resistance + Expansion,70.0,,5,0.38516640120975204
condition_W,Capacity + Resistance + Expansion,70.0,,5,47029.0025895296
sigma_min_W,Capacity + Resistance + Expansion,71.0,,5,0.40036747763382796
condition_W,Capacity + Resistance + Expansion,71.0,,5,48758.360978235454
sigma_min_W,Capacity + Resistance + Expansion,72.0,,5,0.41535982291210305
condition_W,Capacity + Resistance + Expansion,72.0,,5,50677.73414562295
sigma_min_W,Capacity + Resistance + Expansion,73.0,,5,0.43009619388220854
condition_W,Capacity + Resistance + Expansion,73.0,,5,52802.25232901529
sigma_min_W,Capacity + Resistance + Expansion,74.0,,5,0.44455504999521533
condition_W,Capacity + Resistance + Expansion,74.0,,5,55146.148515553905
sigma_min_W,Capacity + Resistance + Expansion,75.0,,5,0.45869657865837954
condition_W,Capacity + Resistance + Expansion,75.0,,5,57728.07403940615
sigma_min_W,Capacity + Resistance + Expansion,76.0,,5,0.4724921308020019
condition_W,Capacity + Resistance + Expansion,76.0,,5,60567.70800824008
sigma_min_W,Capacity + Resistance + Expansion,77.0,,5,0.48592282077321514
condition_W,Capacity + Resistance + Expansion,77.0,,5,63685.944528519045
sigma_min_W,Capacity + Resistance + Expansion,78.0,,5,0.4990136499827259
condition_W,Capacity + Resistance + Expansion,78.0,,5,67100.94499751102
sigma_min_W,Capacity + Resistance + Expansion,79.0,,5,0.5116174470549437
condition_W,Capacity + Resistance + Expansion,79.0,,5,70857.2548313547
sigma_min_W,Capacity + Resistance + Expansion,80.0,,5,0.5235764610275332
condition_W,Capacity + Resistance + Expansion,80.0,,5,75005.78381350273
sigma_min_W,Capacity + Resistance + Expansion,81.0,,5,0.5348797346763348
condition_W,Capacity + Resistance + Expansion,81.0,,5,79583.6545420777
sigma_min_W,Capacity + Resistance + Expansion,82.0,,5,0.5455029912046669
condition_W,Capacity + Resistance + Expansion,82.0,,5,84635.2745567611
sigma_min_W,Capacity + Resistance + Expansion,83.0,,5,0.5554313842595964
condition_W,Capacity + Resistance + Expansion,83.0,,5,90209.75823190004
sigma_min_W,Capacity + Resistance + Expansion,84.0,,5,0.564522565434538
condition_W,Capacity + Resistance + Expansion,84.0,,5,96383.36594813313
sigma_min_W,Capacity + Resistance + Expansion,85.0,,5,0.5727857213787237
condition_W,Capacity + Resistance + Expansion,85.0,,5,103218.692819768
sigma_min_W,Capacity + Resistance + Expansion,86.0,,5,0.5802467770660024
condition_W,Capacity + Resistance + Expansion,86.0,,5,110784.58146161165
sigma_min_W,Capacity + Resistance + Expansion,87.0,,5,0.5866541164368848
condition_W,Capacity + Resistance + Expansion,87.0,,5,119215.57184223339
sigma_min_W,Capacity + Resistance + Expansion,88.0,,5,0.5925106377854573
condition_W,Capacity + Resistance + Expansion,88.0,,5,128506.62531585104
sigma_min_W,Capacity + Resistance + Expansion,89.0,,5,0.5978146143418687
condition_W,Capacity + Resistance + Expansion,89.0,,5,138756.4764298163
sigma_min_W,Capacity + Resistance + Expansion,90.0,,5,0.602816211492965
condition_W,Capacity + Resistance + Expansion,90.0,,5,150016.54844598373
sigma_min_W,Capacity + Resistance + Expansion,91.0,,5,0.60768763886882
condition_W,Capacity + Resistance + Expansion,91.0,,5,162356.076908939
sigma_min_W,Capacity + Resistance + Expansion,92.0,,5,0.6124724713130313
condition_W,Capacity + Resistance + Expansion,92.0,,5,175880.66588172843
sigma_min_W,Capacity + Resistance + Expansion,93.0,,5,0.6172377287558776
condition_W,Capacity + Resistance + Expansion,93.0,,5,190700.15174334327
sigma_min_W,Capacity + Resistance + Expansion,94.0,,5,0.6220493114297263
condition_W,Capacity + Resistance + Expansion,94.0,,5,206934.11885284874
sigma_min_W,Capacity + Resistance + Expansion,95.0,,5,0.6270323874756654
condition_W,Capacity + Resistance + Expansion,95.0,,5,224694.13033298767
sigma_min_W,Capacity + Resistance + Expansion,96.0,,5,0.6323694784084177
condition_W,Capacity + Resistance + Expansion,96.0,,5,244077.71058373307
sigma_min_W,Capacity + Resistance + Expansion,97.0,,5,0.6383134372466981
condition_W,Capacity + Resistance + Expansion,97.0,,5,265154.89518423623
sigma_min_W,Capacity + Resistance + Expansion,98.0,,5,0.645159622598093
condition_W,Capacity + Resistance + Expansion,98.0,,5,287969.64395776566
sigma_min_W,Capacity + Resistance + Expansion,99.0,,5,0.6534203249679017
condition_W,Capacity + Resistance + Expansion,99.0,,5,312450.3407533323
sigma_min_W,Capacity + Resistance + Expansion,100.0,,5,0.6637342790990685
condition_W,Capacity + Resistance + Expansion,100.0,,5,338422.2345079462
sigma_min_W,Capacity + Resistance + Expansion,101.0,,5,0.6767721083583417
condition_W,Capacity + Resistance + Expansion,101.0,,5,365638.5078577603
sigma_min_W,Capacity + Resistance + Expansion,102.0,,5,0.6932687623756393
condition_W,Capacity + Resistance + Expansion,102.0,,5,393769.71795521624
sigma_min_W,Capacity + Resistance + Expansion,103.0,,5,0.7140929339795018
condition_W,Capacity + Resistance + Expansion,103.0,,5,422375.66812570347
sigma_min_W,Capacity + Resistance + Expansion,104.0,,5,0.7403507184993404
condition_W,Capacity + Resistance + Expansion,104.0,,5,450861.38312139054
sigma_min_W,Capacity + Resistance + Expansion,105.0,,5,0.772733309220645
condition_W,Capacity + Resistance + Expansion,105.0,,5,478914.4682030749
sigma_min_W,Capacity + Resistance + Expansion,106.0,,5,0.811799876769821
condition_W,Capacity + Resistance + Expansion,106.0,,5,506399.1943597205
sigma_min_W,Capacity + Resistance + Expansion,107.0,,5,0.8578087779790793
condition_W,Capacity + Resistance + Expansion,107.0,,5,533491.0702412497
sigma_min_W,Capacity + Resistance + Expansion,108.0,,5,0.9104169475975181
condition_W,Capacity + Resistance + Expansion,108.0,,5,560857.0143376177
sigma_min_W,Capacity + Resistance + Expansion,109.0,,5,0.9685684357039847
condition_W,Capacity + Resistance + Expansion,109.0,,5,589683.0846723091
sigma_min_W,Capacity + Resistance + Expansion,110.0,,5,1.0302222637367586
condition_W,Capacity + Resistance + Expansion,110.0,,5,621791.8985429438
sigma_min_W,Capacity + Resistance + Expansion,111.0,,5,1.0927053018698576
condition_W,Capacity + Resistance + Expansion,111.0,,5,659425.1412971255
sigma_min_W,Capacity + Resistance + Expansion,112.0,,5,1.1533094681356526
condition_W,Capacity + Resistance + Expansion,112.0,,5,704987.65449108
sigma_min_W,Capacity + Resistance + Expansion,113.0,,5,1.2097233293266425
condition_W,Capacity + Resistance + Expansion,113.0,,5,760982.4695548189
sigma_min_W,Capacity + Resistance + Expansion,114.0,,5,1.2604934209290413
condition_W,Capacity + Resistance + Expansion,114.0,,5,829930.3774954195
sigma_min_W,Capacity + Resistance + Expansion,115.0,,5,1.3050156374682458
condition_W,Capacity + Resistance + Expansion,115.0,,5,914522.6993050652
sigma_min_W,Capacity + Resistance + Expansion,116.0,,5,1.3432660724185514
condition_W,Capacity + Resistance + Expansion,116.0,,5,1017894.8397063493
sigma_min_W,Capacity + Resistance + Expansion,117.0,,5,1.375475062424287
condition_W,Capacity + Resistance + Expansion,117.0,,5,1143962.4658202697
sigma_min_W,Capacity + Resistance + Expansion,118.0,,5,1.4019170902010276
condition_W,Capacity + Resistance + Expansion,118.0,,5,1297761.1442366694
sigma_min_W,Capacity + Resistance + Expansion,119.0,,5,1.4226490352180605
condition_W,Capacity + Resistance + Expansion,119.0,,5,1485976.776540225
sigma_min_W,Capacity + Resistance + Expansion,120.0,,5,1.4374482359357186
condition_W,Capacity + Resistance + Expansion,120.0,,5,1717499.2166950188
sigma_min_W,eSOH,0.0,,3,0.0
condition_W,eSOH,0.0,,3,inf
sigma_min_W,eSOH,1.0,,5,3.852757409796052e-11
condition_W,eSOH,1.0,,5,51969277032.78296
sigma_min_W,eSOH,2.0,,5,1.6963977664168065e-10
condition_W,eSOH,2.0,,5,17724524589.30095
sigma_min_W,eSOH,3.0,,5,4.099671978824883e-10
condition_W,eSOH,3.0,,5,9790105690.71168
sigma_min_W,eSOH,4.0,,5,8.095546472325612e-10
condition_W,eSOH,4.0,,5,6204386518.33529
sigma_min_W,eSOH,5.0,,5,1.4090626868511609e-09
condition_W,eSOH,5.0,,5,4282502358.1028156
sigma_min_W,eSOH,6.0,,5,2.23343456276154e-09
condition_W,eSOH,6.0,,5,3155781198.9143696
sigma_min_W,eSOH,7.0,,5,3.336518723929973e-09
condition_W,eSOH,7.0,,5,2417065991.5330076
sigma_min_W,eSOH,8.0,,5,4.763397315773985e-09
condition_W,eSOH,8.0,,5,1906919255.0927167
sigma_min_W,eSOH,9.0,,5,6.5773358880646725e-09
condition_W,eSOH,9.0,,5,1536296416.7288072
sigma_min_W,eSOH,10.0,,5,8.779000739933963e-09
condition_W,eSOH,10.0,,5,1267636068.0494435
sigma_min_W,eSOH,11.0,,5,1.14219804975885e-08
condition_W,eSOH,11.0,,5,1064173709.4804136
sigma_min_W,eSOH,12.0,,5,1.4567449166694625e-08
condition_W,eSOH,12.0,,5,905027598.074148
sigma_min_W,eSOH,13.0,,5,1.8265049530662258e-08
condition_W,eSOH,13.0,,5,778290661.0768464
sigma_min_W,eSOH,14.0,,5,2.2560200214676704e-08
condition_W,eSOH,14.0,,5,675956690.9852736
sigma_min_W,eSOH,15.0,,5,2.7505582027213277e-08
condition_W,eSOH,15.0,,5,592118445.4450809
sigma_min_W,eSOH,16.0,,5,3.313620710002864e-08
condition_W,eSOH,16.0,,5,522874796.3590543
sigma_min_W,eSOH,17.0,,5,3.9462742449600044e-08
condition_W,eSOH,17.0,,5,465460096.5187708
sigma_min_W,eSOH,18.0,,5,4.649748213767892e-08
condition_W,eSOH,18.0,,5,417513825.1667294
sigma_min_W,eSOH,19.0,,5,5.432945729532093e-08
condition_W,eSOH,19.0,,5,376613553.80181986
sigma_min_W,eSOH,20.0,,5,6.304379821970979e-08
condition_W,eSOH,20.0,,5,341222462.86822456
sigma_min_W,eSOH,21.0,,5,7.266369812548921e-08
condition_W,eSOH,21.0,,5,310549027.2568807
sigma_min_W,eSOH,22.0,,5,8.326375139928798e-08
condition_W,eSOH,22.0,,5,283704525.4859815
sigma_min_W,eSOH,23.0,,5,9.488273541975159e-08
condition_W,eSOH,23.0,,5,260131837.03745788
sigma_min_W,eSOH,24.0,,5,1.0756761642586333e-07
condition_W,eSOH,24.0,,5,239336469.14545986
sigma_min_W,eSOH,25.0,,5,1.2153710510409193e-07
condition_W,eSOH,25.0,,5,220597906.30152
sigma_min_W,eSOH,26.0,,5,1.3679218871594504e-07
condition_W,eSOH,26.0,,5,203812660.68163475
sigma_min_W,eSOH,27.0,,5,1.526374831422541e-07
condition_W,eSOH,27.0,,5,189680567.1531166
sigma_min_W,eSOH,28.0,,5,1.6939216283812128e-07
condition_W,eSOH,28.0,,5,177269369.69594565
sigma_min_W,eSOH,29.0,,5,1.8725692227786093e-07
condition_W,eSOH,29.0,,5,166119708.2903558
sigma_min_W,eSOH,30.0,,5,2.0639887239293647e-07
condition_W,eSOH,30.0,,5,155957702.31912136
sigma_min_W,eSOH,31.0,,5,2.2694464948898452e-07
condition_W,eSOH,31.0,,5,146623403.94113743
sigma_min_W,eSOH,32.0,,5,2.49006191578481e-07
condition_W,eSOH,32.0,,5,138008059.68055126
sigma_min_W,eSOH,33.0,,5,2.726894658381942e-07
condition_W,eSOH,33.0,,5,130030558.89555365
sigma_min_W,eSOH,34.0,,5,2.9755205851565303e-07
condition_W,eSOH,34.0,,5,122851959.90764302
sigma_min_W,eSOH,35.0,,5,3.2411901168818804e-07
condition_W,eSOH,35.0,,5,116178225.56577277
sigma_min_W,eSOH,36.0,,5,3.5270425317519113e-07
condition_W,eSOH,36.0,,5,109894163.88588294
sigma_min_W,eSOH,37.0,,5,3.8322766274688174e-07
condition_W,eSOH,37.0,,5,104033922.35905774
sigma_min_W,eSOH,38.0,,5,4.1577547884834616e-07
condition_W,eSOH,38.0,,5,98565923.85192932
sigma_min_W,eSOH,39.0,,5,4.501833304765312e-07
condition_W,eSOH,39.0,,5,93513176.00718275
sigma_min_W,eSOH,40.0,,5,4.864597302497908e-07
condition_W,eSOH,40.0,,5,88844132.50058424
sigma_min_W,eSOH,41.0,,5,5.245802146395867e-07
condition_W,eSOH,41.0,,5,84533225.15806186
sigma_min_W,eSOH,42.0,,5,5.64884873860789e-07
condition_W,eSOH,42.0,,5,80501850.27218506
sigma_min_W,eSOH,43.0,,5,6.075889346305891e-07
condition_W,eSOH,43.0,,5,76710817.14657839
sigma_min_W,eSOH,44.0,,5,6.528340309067649e-07
condition_W,eSOH,44.0,,5,73139047.21214542
sigma_min_W,eSOH,45.0,,5,7.007152530574654e-07
condition_W,eSOH,45.0,,5,69773625.65549202
sigma_min_W,eSOH,46.0,,5,7.509691982830833e-07
condition_W,eSOH,46.0,,5,66634050.08175467
sigma_min_W,eSOH,47.0,,5,8.038400246897096e-07
condition_W,eSOH,47.0,,5,63686620.042197086
sigma_min_W,eSOH,48.0,,5,8.590542184001775e-07
condition_W,eSOH,48.0,,5,60942443.942140035
sigma_min_W,eSOH,49.0,,5,9.169038733217075e-07
condition_W,eSOH,49.0,,5,58367407.92411145
sigma_min_W,eSOH,50.0,,5,9.778457795200299e-07
condition_W,eSOH,50.0,,5,55926260.482929416
sigma_min_W,eSOH,51.0,,5,1.0418623401428033e-06
condition_W,eSOH,51.0,,5,53618268.28367324
sigma_min_W,eSOH,52.0,,5,1.105827419278049e-06
condition_W,eSOH,52.0,,5,51585133.77961277
sigma_min_W,eSOH,53.0,,5,1.1732217190176917e-06
condition_W,eSOH,53.0,,5,49633955.60911939
sigma_min_W,eSOH,54.0,,5,1.2441979703558522e-06
condition_W,eSOH,54.0,,5,47761832.6846696
sigma_min_W,eSOH,55.0,,5,1.3189177877385636e-06
condition_W,eSOH,55.0,,5,45965769.86719558
sigma_min_W,eSOH,56.0,,5,1.3974957164848204e-06
condition_W,eSOH,56.0,,5,44244488.518698566
sigma_min_W,eSOH,57.0,,5,1.480063692041254e-06
condition_W,eSOH,57.0,,5,42595897.886785015
sigma_min_W,eSOH,58.0,,5,1.5667742477236385e-06
condition_W,eSOH,58.0,,5,41017255.99689974
sigma_min_W,eSOH,59.0,,5,1.6577526922681202e-06
condition_W,eSOH,59.0,,5,39506599.57860545
sigma_min_W,eSOH,60.0,,5,1.7531575134676104e-06
condition_W,eSOH,60.0,,5,38061143.05357394
sigma_min_W,eSOH,61.0,,5,1.8517613675721493e-06
condition_W,eSOH,61.0,,5,36705650.154846445
sigma_min_W,eSOH,62.0,,5,1.9540783289979113e-06
condition_W,eSOH,62.0,,5,35423975.35026747
sigma_min_W,eSOH,63.0,,5,2.060981615669915e-06
condition_W,eSOH,63.0,,5,34197653.56302372
sigma_min_W,eSOH,64.0,,5,2.172734823021134e-06
condition_W,eSOH,64.0,,5,33022408.476333793
sigma_min_W,eSOH,65.0,,5,2.2889284576902827e-06
condition_W,eSOH,65.0,,5,31904079.374286912
sigma_min_W,eSOH,66.0,,5,2.410605857609329e-06
condition_W,eSOH,66.0,,5,30827375.97047161
sigma_min_W,eSOH,67.0,,5,2.5379996806691236e-06
condition_W,eSOH,67.0,,5,29790696.549342908
sigma_min_W,eSOH,68.0,,5,2.6713245884381007e-06
condition_W,eSOH,68.0,,5,28792826.127174206
sigma_min_W,eSOH,69.0,,5,2.8108083034638746e-06
condition_W,eSOH,69.0,,5,27832465.4291879
sigma_min_W,eSOH,70.0,,5,2.9566893869937516e-06
condition_W,eSOH,70.0,,5,26908294.07881327
sigma_min_W,eSOH,71.0,,5,3.108448923246201e-06
condition_W,eSOH,71.0,,5,26025444.890573867
sigma_min_W,eSOH,72.0,,5,3.2656803199126503e-06
condition_W,eSOH,72.0,,5,25186236.121449344
sigma_min_W,eSOH,73.0,,5,3.4282938457243193e-06
condition_W,eSOH,73.0,,5,24389484.163544808
sigma_min_W,eSOH,74.0,,5,3.5985663607848515e-06
condition_W,eSOH,74.0,,5,23618215.07436239
sigma_min_W,eSOH,75.0,,5,3.776795381578566e-06
condition_W,eSOH,75.0,,5,22872005.19357227
sigma_min_W,eSOH,76.0,,5,3.96329906710788e-06
condition_W,eSOH,76.0,,5,22150352.78851174
sigma_min_W,eSOH,77.0,,5,4.158343446725023e-06
condition_W,eSOH,77.0,,5,21453063.792808205
sigma_min_W,eSOH,78.0,,5,4.363564963113952e-06
condition_W,eSOH,78.0,,5,20773343.22898557
sigma_min_W,eSOH,79.0,,5,4.577900026581226e-06
condition_W,eSOH,79.0,,5,20118205.29392397
sigma_min_W,eSOH,80.0,,5,4.8019385671738115e-06
condition_W,eSOH,80.0,,5,19485859.32225116
sigma_min_W,eSOH,81.0,,5,5.036457441267466e-06
condition_W,eSOH,81.0,,5,18874233.439679846
sigma_min_W,eSOH,82.0,,5,5.281750547594262e-06
condition_W,eSOH,82.0,,5,18283390.920669775
sigma_min_W,eSOH,83.0,,5,5.538081413240306e-06
condition_W,eSOH,83.0,,5,17713379.266285576
sigma_min_W,eSOH,84.0,,5,5.806781967682442e-06
condition_W,eSOH,84.0,,5,17160923.764333155
sigma_min_W,eSOH,85.0,,5,6.088233325196467e-06
condition_W,eSOH,85.0,,5,16626206.926710334
sigma_min_W,eSOH,86.0,,5,6.3816694809923496e-06
condition_W,eSOH,86.0,,5,16112210.315671131
sigma_min_W,eSOH,87.0,,5,6.6918584355734535e-06
condition_W,eSOH,87.0,,5,15608061.910048163
sigma_min_W,eSOH,88.0,,5,7.016478518346631e-06
condition_W,eSOH,88.0,,5,15121305.724679217
sigma_min_W,eSOH,89.0,,5,7.351158998031769e-06
condition_W,eSOH,89.0,,5,14661488.511510791
sigma_min_W,eSOH,90.0,,5,7.701774730197714e-06
condition_W,eSOH,90.0,,5,14216333.543258201
sigma_min_W,eSOH,91.0,,5,8.062558029916873e-06
condition_W,eSOH,91.0,,5,13796698.024700666
sigma_min_W,eSOH,92.0,,5,8.423078770563677e-06
condition_W,eSOH,92.0,,5,13417692.294671936
sigma_min_W,eSOH,93.0,,5,8.783742188603534e-06
condition_W,eSOH,93.0,,5,13073971.738930337
sigma_min_W,eSOH,94.0,,5,9.157845438483932e-06
condition_W,eSOH,94.0,,5,12743149.000216275
sigma_min_W,eSOH,95.0,,5,9.550669406257942e-06
condition_W,eSOH,95.0,,5,12418564.52370825
sigma_min_W,eSOH,96.0,,5,9.962045068063463e-06
condition_W,eSOH,96.0,,5,12101896.56873654
sigma_min_W,eSOH,97.0,,5,1.0391647400185057e-05
condition_W,eSOH,97.0,,5,11794695.270620124
sigma_min_W,eSOH,98.0,,5,1.083878865360025e-05
condition_W,eSOH,98.0,,5,11498552.599778924
sigma_min_W,eSOH,99.0,,5,1.1302882805945706e-05
condition_W,eSOH,99.0,,5,11214600.953947457
sigma_min_W,eSOH,100.0,,5,1.1781341378567328e-05
condition_W,eSOH,100.0,,5,10945558.528979003
sigma_min_W,eSOH,101.0,,5,1.2263161188116068e-05
condition_W,eSOH,101.0,,5,10700798.379808972
sigma_min_W,eSOH,102.0,,5,1.2760421252606199e-05
condition_W,eSOH,102.0,,5,10468491.586828174
sigma_min_W,eSOH,103.0,,5,1.3272440465661074e-05
condition_W,eSOH,103.0,,5,10249289.778959898
sigma_min_W,eSOH,104.0,,5,1.3800200972910297e-05
condition_W,eSOH,104.0,,5,10042525.403190825
sigma_min_W,eSOH,105.0,,5,1.4339717881145201e-05
condition_W,eSOH,105.0,,5,9851132.381737245
sigma_min_W,eSOH,106.0,,5,1.4896562661647232e-05
condition_W,eSOH,106.0,,5,9671281.61737619
sigma_min_W,eSOH,107.0,,5,1.5466494676947314e-05
condition_W,eSOH,107.0,,5,9506054.801883118
sigma_min_W,eSOH,108.0,,5,1.604752138075045e-05
condition_W,eSOH,108.0,,5,9356748.030248279
