metric,measurement_set,horizon_cycle,service_N,rank,value
Ioptimality_N10,Capacity + Resistance,89.0,10.0,5,0.31460529917902536
Ioptimality_N25,Capacity + Resistance,89.0,25.0,5,1.2437778163806634
Ioptimality_remaining,Capacity + Resistance,89.0,32.0,5,2.8583648936785955
Ioptimality_N10,Capacity + Resistance,90.0,10.0,5,0.30654855314839646
Ioptimality_N25,Capacity + Resistance,90.0,25.0,5,1.2050974078411416
Ioptimality_remaining,Capacity + Resistance,90.0,31.0,5,2.4917770456674795
Ioptimality_N10,Capacity + Resistance,91.0,10.0,5,0.29826165161129214
Ioptimality_N25,Capacity + Resistance,91.0,25.0,5,1.1729929035246862
Ioptimality_remaining,Capacity + Resistance,91.0,30.0,5,2.175068832821525
Ioptimality_N10,Capacity + Resistance,92.0,10.0,5,0.2898691995872418
Ioptimality_N25,Capacity + Resistance,92.0,25.0,5,1.1484119296257647
Ioptimality_remaining,Capacity + Resistance,92.0,29.0,5,1.901999463056686
Ioptimality_N10,Capacity + Resistance,93.0,10.0,5,0.2814371214141211
Ioptimality_N25,Capacity + Resistance,93.0,25.0,5,1.131602994645139
Ioptimality_remaining,Capacity + Resistance,93.0,28.0,5,1.666160641901913
Ioptimality_N10,Capacity + Resistance,94.0,10.0,5,0.2730520065555149
Ioptimality_N25,Capacity + Resistance,94.0,25.0,5,1.1231172514691206
Ioptimality_remaining,Capacity + Resistance,94.0,27.0,5,1.4621732264570886
Ioptimality_N10,Capacity + Resistance,95.0,10.0,5,0.2649526493375079
Ioptimality_N25,Capacity + Resistance,95.0,25.0,5,1.1242022559757892
Ioptimality_remaining,Capacity + Resistance,95.0,26.0,5,1.286547039070224
Ioptimality_N10,Capacity + Resistance,96.0,10.0,5,0.25711170816595935
Ioptimality_N25,Capacity + Resistance,96.0,25.0,5,1.1353875974466847
Ioptimality_remaining,Capacity + Resistance,96.0,25.0,5,1.1353875974466847
Ioptimality_N10,Capacity + Resistance,97.0,10.0,5,0.2496688314118746
Ioptimality_remaining,Capacity + Resistance,97.0,24.0,5,1.005103929973999
Ioptimality_N10,Capacity + Resistance,98.0,10.0,5,0.24270192983221647
Ioptimality_remaining,Capacity + Resistance,98.0,23.0,5,0.8928559442214481
Ioptimality_N10,Capacity + Resistance,99.0,10.0,5,0.23626375332120433
Ioptimality_remaining,Capacity + Resistance,99.0,22.0,5,0.7956143205572594
Ioptimality_N10,Capacity + Resistance,100.0,10.0,5,0.2307224018941117
Ioptimality_remaining,Capacity + Resistance,100.0,21.0,5,0.7117971410549335
Ioptimality_N10,Capacity + Resistance,101.0,10.0,5,0.22618328794075865
Ioptimality_remaining,Capacity + Resistance,101.0,20.0,5,0.6393712914979401
Ioptimality_N10,Capacity + Resistance,102.0,10.0,5,0.22275075112241388
Ioptimality_remaining,Capacity + Resistance,102.0,19.0,5,0.5766760087839106
Ioptimality_N10,Capacity + Resistance,103.0,10.0,5,0.2205184591820105
Ioptimality_remaining,Capacity + Resistance,103.0,18.0,5,0.5221749635145364
Ioptimality_N10,Capacity + Resistance,104.0,10.0,5,0.21957564765193055
Ioptimality_remaining,Capacity + Resistance,104.0,17.0,5,0.4746159872523026
Ioptimality_N10,Capacity + Resistance,105.0,10.0,5,0.22013052145141102
Ioptimality_remaining,Capacity + Resistance,105.0,16.0,5,0.4330294280715648
Ioptimality_N10,Capacity + Resistance,106.0,10.0,5,0.22253904401382144
Ioptimality_remaining,Capacity + Resistance,106.0,15.0,5,0.3968347641694997
Ioptimality_N10,Capacity + Resistance,107.0,10.0,5,0.22700479808783994
Ioptimality_remaining,Capacity + Resistance,107.0,14.0,5,0.3651533476001069
Ioptimality_N10,Capacity + Resistance,108.0,10.0,5,0.23386173394461168
Ioptimality_remaining,Capacity + Resistance,108.0,13.0,5,0.33741222521376624
Ioptimality_N10,Capacity + Resistance,109.0,10.0,5,0.24338712154409564
Ioptimality_remaining,Capacity + Resistance,109.0,12.0,5,0.31290778875675795
Ioptimality_N10,Capacity + Resistance,110.0,10.0,5,0.25575696662111475
Ioptimality_remaining,Capacity + Resistance,110.0,11.0,5,0.2909850983991454
Ioptimality_N10,Capacity + Resistance,111.0,10.0,5,0.2712577581338904
Ioptimality_remaining,Capacity + Resistance,111.0,10.0,5,0.2712577581338904
Ioptimality_remaining,Capacity + Resistance,112.0,9.0,5,0.25343136261896837
Ioptimality_remaining,Capacity + Resistance,113.0,8.0,5,0.2371903607430981
Ioptimality_remaining,Capacity + Resistance,114.0,7.0,5,0.22230034323227257
Ioptimality_remaining,Capacity + Resistance,115.0,6.0,5,0.2085011679986554
Ioptimality_remaining,Capacity + Resistance,116.0,5.0,5,0.19560620557754235
Ioptimality_remaining,Capacity + Resistance,117.0,4.0,5,0.1834264770254372
Ioptimality_remaining,Capacity + Resistance,118.0,3.0,5,0.17189441031030994
Ioptimality_remaining,Capacity + Resistance,119.0,2.0,5,0.1608962721505415
Ioptimality_remaining,Capacity + Resistance,120.0,1.0,5,0.15046315786404993
Ioptimality_N10,Expansion,1.0,10.0,1,
Ioptimality_N25,Expansion,1.0,25.0,1,
Ioptimality_remaining,Expansion,1.0,120.0,1,
Ioptimality_N10,Expansion,2.0,10.0,2,
Ioptimality_N25,Expansion,2.0,25.0,2,
Ioptimality_remaining,Expansion,2.0,119.0,2,
Ioptimality_N10,Expansion,3.0,10.0,3,
Ioptimality_N25,Expansion,3.0,25.0,3,
Ioptimality_remaining,Expansion,3.0,118.0,3,
Ioptimality_N10,Expansion,4.0,10.0,4,
Ioptimality_N25,Expansion,4.0,25.0,4,
Ioptimality_remaining,Expansion,4.0,117.0,4,
Ioptimality_N10,Expansion,5.0,10.0,5,1421411029.064926
Ioptimality_N25,Expansion,5.0,25.0,5,1402493711.0673308
Ioptimality_remaining,Expansion,5.0,116.0,5,1325612775.0682862
Ioptimality_N10,Expansion,6.0,10.0,5,4695998.995716924
Ioptimality_N25,Expansion,6.0,25.0,5,4653746.515009474
Ioptimality_remaining,Expansion,6.0,115.0,5,7212017.315550207
Ioptimality_N10,Expansion,7.0,10.0,5,4014303.244966293
Ioptimality_N25,Expansion,7.0,25.0,5,3951635.461900757
Ioptimality_remaining,Expansion,7.0,114.0,5,4747392.667926578
Ioptimality_N10,Expansion,8.0,10.0,5,3777918.9823183
Ioptimality_N25,Expansion,8.0,25.0,5,3710315.1704276837
Ioptimality_remaining,Expansion,8.0,113.0,5,3451199.410319551
Ioptimality_N10,Expansion,9.0,10.0,5,3747373.1964388504
Ioptimality_N25,Expansion,9.0,25.0,5,3676446.0314255343
Ioptimality_remaining,Expansion,9.0,112.0,5,3201496.7131831697
Ioptimality_N10,Expansion,10.0,10.0,5,3734296.9436690784
Ioptimality_N25,Expansion,10.0,25.0,5,3662048.126415645
Ioptimality_remaining,Expansion,10.0,111.0,5,3146796.0121746017
Ioptimality_N10,Expansion,11.0,10.0,5,3694181.1965866005
Ioptimality_N25,Expansion,11.0,25.0,5,3621512.0028704447
Ioptimality_remaining,Expansion,11.0,110.0,5,3104199.9106290066
Ioptimality_N10,Expansion,12.0,10.0,5,3680415.02336475
Ioptimality_N25,Expansion,12.0,25.0,5,3606921.3664636207
Ioptimality_remaining,Expansion,12.0,109.0,5,3087593.3262228183
Ioptimality_N10,Expansion,13.0,10.0,5,3600941.572975634
Ioptimality_N25,Expansion,13.0,25.0,5,3527994.7965547955
Ioptimality_remaining,Expansion,13.0,108.0,5,3022251.455117415
Ioptimality_N10,Expansion,14.0,10.0,5,3300213.924771559
Ioptimality_N25,Expansion,14.0,25.0,5,3232358.4813125622
Ioptimality_remaining,Expansion,14.0,107.0,5,2773625.987762929
Ioptimality_N10,Expansion,15.0,10.0,5,2057621.797122638
Ioptimality_N25,Expansion,15.0,25.0,5,2014557.2797837835
Ioptimality_remaining,Expansion,15.0,106.0,5,1734852.0930142063
Ioptimality_N10,Expansion,16.0,10.0,5,864557.2427413978
Ioptimality_N25,Expansion,16.0,25.0,5,846118.2984961261
Ioptimality_remaining,Expansion,16.0,105.0,5,732954.9203629424
Ioptimality_N10,Expansion,17.0,10.0,5,437327.7174018115
Ioptimality_N25,Expansion,17.0,25.0,5,427788.6704964682
Ioptimality_remaining,Expansion,17.0,104.0,5,372955.75650370657
Ioptimality_N10,Expansion,18.0,10.0,5,293524.35029023135
Ioptimality_N25,Expansion,18.0,25.0,5,286952.6843849316
Ioptimality_remaining,Expansion,18.0,103.0,5,251393.68855187017
Ioptimality_N10,Expansion,19.0,10.0,5,226878.0747855723
Ioptimality_N25,Expansion,19.0,25.0,5,221651.12772633322
Ioptimality_remaining,Expansion,19.0,102.0,5,194847.10577182268
Ioptimality_N10,Expansion,20.0,10.0,5,226007.63173664798
Ioptimality_N25,Expansion,20.0,25.0,5,220755.54023370598
Ioptimality_remaining,Expansion,20.0,101.0,5,194245.94495006
Ioptimality_N10,Expansion,21.0,10.0,5,195146.53268612167
Ioptimality_N25,Expansion,21.0,25.0,5,190701.57211392184
Ioptimality_remaining,Expansion,21.0,100.0,5,168206.32312537645
Ioptimality_N10,Expansion,22.0,10.0,5,163174.21559700026
Ioptimality_N25,Expansion,22.0,25.0,5,159560.49516856117
Ioptimality_remaining,Expansion,22.0,99.0,5,141287.14851276498
Ioptimality_N10,Expansion,23.0,10.0,5,126804.77362554436
Ioptimality_N25,Expansion,23.0,25.0,5,124110.99268630156
Ioptimality_remaining,Expansion,23.0,98.0,5,110538.24577690898
Ioptimality_N10,Expansion,24.0,10.0,5,105610.96403060826
Ioptimality_N25,Expansion,24.0,25.0,5,103455.44929471977
Ioptimality_remaining,Expansion,24.0,97.0,5,92696.7805934934
Ioptimality_N10,Expansion,25.0,10.0,5,93559.83763416475
Ioptimality_N25,Expansion,25.0,25.0,5,91714.35983872302
Ioptimality_remaining,Expansion,25.0,96.0,5,82617.45095516102
Ioptimality_N10,Expansion,26.0,10.0,5,87392.32864837993
Ioptimality_N25,Expansion,26.0,25.0,5,85703.44585310307
Ioptimality_remaining,Expansion,26.0,95.0,5,77531.10117830377
Ioptimality_N10,Expansion,27.0,10.0,5,86496.9565161734
Ioptimality_N25,Expansion,27.0,25.0,5,84822.72588390176
Ioptimality_remaining,Expansion,27.0,94.0,5,76906.31065187098
Ioptimality_N10,Expansion,28.0,10.0,5,86041.48448481628
Ioptimality_N25,Expansion,28.0,25.0,5,84349.24005843313
Ioptimality_remaining,Expansion,28.0,93.0,5,76562.1539829905
Ioptimality_N10,Expansion,29.0,10.0,5,83264.67690073463
Ioptimality_N25,Expansion,29.0,25.0,5,81582.3785934739
Ioptimality_remaining,Expansion,29.0,92.0,5,74058.9831316219
Ioptimality_N10,Expansion,30.0,10.0,5,78903.60247440294
Ioptimality_N25,Expansion,30.0,25.0,5,77260.90683079211
Ioptimality_remaining,Expansion,30.0,91.0,5,70112.93252111643
Ioptimality_N10,Expansion,31.0,10.0,5,73504.23038483768
Ioptimality_N25,Expansion,31.0,25.0,5,71925.33282829702
Ioptimality_remaining,Expansion,31.0,90.0,5,65222.14912622229
Ioptimality_N10,Expansion,32.0,10.0,5,67781.07806521162
Ioptimality_N25,Expansion,32.0,25.0,5,66279.75118560997
Ioptimality_remaining,Expansion,32.0,89.0,5,60054.68625166728
Ioptimality_N10,Expansion,33.0,10.0,5,67027.20731364885
Ioptimality_N25,Expansion,33.0,25.0,5,65519.90447971731
Ioptimality_remaining,Expansion,33.0,88.0,5,59411.735679928795
Ioptimality_N10,Expansion,34.0,10.0,5,66165.11179468679
Ioptimality_N25,Expansion,34.0,25.0,5,64678.70816255335
Ioptimality_remaining,Expansion,34.0,87.0,5,58817.508533854125
Ioptimality_N10,Expansion,35.0,10.0,5,63093.424923527906
Ioptimality_N25,Expansion,35.0,25.0,5,61690.34325019779
Ioptimality_remaining,Expansion,35.0,86.0,5,56342.92743496395
Ioptimality_N10,Expansion,36.0,10.0,5,59025.94600795235
Ioptimality_N25,Expansion,36.0,25.0,5,57730.05863048939
Ioptimality_remaining,Expansion,36.0,85.0,5,52969.956897076045
Ioptimality_N10,Expansion,37.0,10.0,5,53398.48393600872
Ioptimality_N25,Expansion,37.0,25.0,5,52244.03506107478
Ioptimality_remaining,Expansion,37.0,84.0,5,48174.12986846046
Ioptimality_N10,Expansion,38.0,10.0,5,48658.50321902609
Ioptimality_N25,Expansion,38.0,25.0,5,47621.773470618704
Ioptimality_remaining,Expansion,38.0,83.0,5,44126.439174174244
Ioptimality_N10,Expansion,39.0,10.0,5,45088.13862261562
Ioptimality_N25,Expansion,39.0,25.0,5,44139.08613242373
Ioptimality_remaining,Expansion,39.0,82.0,5,41087.6539103937
Ioptimality_N10,Expansion,40.0,10.0,5,42096.68086794687
Ioptimality_N25,Expansion,40.0,25.0,5,41218.96790331383
Ioptimality_remaining,Expansion,40.0,81.0,5,38536.075477514416
Ioptimality_N10,Expansion,41.0,10.0,5,39441.26535214857
Ioptimality_N25,Expansion,41.0,25.0,5,38623.452992270744
Ioptimality_remaining,Expansion,41.0,80.0,5,36253.70792854909
Ioptimality_N10,Expansion,42.0,10.0,5,39107.86213248508
Ioptimality_N25,Expansion,42.0,25.0,5,38282.885130886294
Ioptimality_remaining,Expansion,42.0,79.0,5,35970.10972088092
Ioptimality_N10,Expansion,43.0,10.0,5,38825.64989873567
Ioptimality_N25,Expansion,43.0,25.0,5,37997.05120614681
Ioptimality_remaining,Expansion,43.0,78.0,5,35743.36143507659
Ioptimality_N10,Expansion,44.0,10.0,5,38508.69724133452
Ioptimality_N25,Expansion,44.0,25.0,5,37685.97075272963
Ioptimality_remaining,Expansion,44.0,77.0,5,35548.36945487787
Ioptimality_N10,Expansion,45.0,10.0,5,37636.18095227017
Ioptimality_N25,Expansion,45.0,25.0,5,36833.371933116476
Ioptimality_remaining,Expansion,45.0,76.0,5,34851.58364103264
Ioptimality_N10,Expansion,46.0,10.0,5,36043.330906670584
Ioptimality_N25,Expansion,46.0,25.0,5,35274.05625106609
Ioptimality_remaining,Expansion,46.0,75.0,5,33466.965723452595
Ioptimality_N10,Expansion,47.0,10.0,5,33312.26902634434
Ioptimality_N25,Expansion,47.0,25.0,5,32563.23141997787
Ioptimality_remaining,Expansion,47.0,74.0,5,30733.881832238476
Ioptimality_N10,Expansion,48.0,10.0,5,30065.30235838659
Ioptimality_N25,Expansion,48.0,25.0,5,29335.751176868638
Ioptimality_remaining,Expansion,48.0,73.0,5,27427.6804351779
Ioptimality_N10,Expansion,49.0,10.0,5,27942.357890713884
Ioptimality_N25,Expansion,49.0,25.0,5,27229.66119960578
Ioptimality_remaining,Expansion,49.0,72.0,5,25329.773526803325
Ioptimality_N10,Expansion,50.0,10.0,5,26197.17099140242
Ioptimality_N25,Expansion,50.0,25.0,5,25502.124209067595
Ioptimality_remaining,Expansion,50.0,71.0,5,23645.533242032747
Ioptimality_N10,Expansion,51.0,10.0,5,24649.333336910135
Ioptimality_N25,Expansion,51.0,25.0,5,23972.300678670388
Ioptimality_remaining,Expansion,51.0,70.0,5,22176.33270719988
Ioptimality_N10,Expansion,52.0,10.0,5,23100.16485830485
Ioptimality_N25,Expansion,52.0,25.0,5,22443.32041386255
Ioptimality_remaining,Expansion,52.0,69.0,5,20720.48180930385
Ioptimality_N10,Expansion,53.0,10.0,5,21530.311863038736
Ioptimality_N25,Expansion,53.0,25.0,5,20895.013375150884
Ioptimality_remaining,Expansion,53.0,68.0,5,19249.401406661396
Ioptimality_N10,Expansion,54.0,10.0,5,20436.39473274367
Ioptimality_N25,Expansion,54.0,25.0,5,19813.183930685733
Ioptimality_remaining,Expansion,54.0,67.0,5,18226.938923152426
Ioptimality_N10,Expansion,55.0,10.0,5,19493.734541458223
Ioptimality_N25,Expansion,55.0,25.0,5,18880.355560419262
Ioptimality_remaining,Expansion,55.0,66.0,5,17352.577910891676
Ioptimality_N10,Expansion,56.0,10.0,5,18666.958907428056
Ioptimality_N25,Expansion,56.0,25.0,5,18061.531973976333
Ioptimality_remaining,Expansion,56.0,65.0,5,16589.78151585515
Ioptimality_N10,Expansion,57.0,10.0,5,17943.109186958216
Ioptimality_N25,Expansion,57.0,25.0,5,17344.215058256552
Ioptimality_remaining,Expansion,57.0,64.0,5,15924.669660794994
Ioptimality_N10,Expansion,58.0,10.0,5,17335.874762437415
Ioptimality_N25,Expansion,58.0,25.0,5,16741.691307862427
Ioptimality_remaining,Expansion,58.0,63.0,5,15369.213149411478
Ioptimality_N10,Expansion,59.0,10.0,5,16846.904390358162
Ioptimality_N25,Expansion,59.0,25.0,5,16255.312431376691
Ioptimality_remaining,Expansion,59.0,62.0,5,14924.713208899691
Ioptimality_N10,Expansion,60.0,10.0,5,16472.556651477265
Ioptimality_N25,Expansion,60.0,25.0,5,15881.240971647221
Ioptimality_remaining,Expansion,60.0,61.0,5,14588.311878846738
Ioptimality_N10,Expansion,61.0,10.0,5,16213.813874915475
Ioptimality_N25,Expansion,61.0,25.0,5,15620.297047702283
Ioptimality_remaining,Expansion,61.0,60.0,5,14362.45605581537
Ioptimality_N10,Expansion,62.0,10.0,5,15978.478972352072
Ioptimality_N25,Expansion,62.0,25.0,5,15382.255159230726
Ioptimality_remaining,Expansion,62.0,59.0,5,14159.991910677503
Ioptimality_N10,Expansion,63.0,10.0,5,15692.875953251272
Ioptimality_N25,Expansion,63.0,25.0,5,15095.02989919999
Ioptimality_remaining,Expansion,63.0,58.0,5,13910.654187116073
Ioptimality_N10,Expansion,64.0,10.0,5,15576.032506370486
Ioptimality_N25,Expansion,64.0,25.0,5,14973.159010648671
Ioptimality_remaining,Expansion,64.0,57.0,5,13828.027431985085
Ioptimality_N10,Expansion,65.0,10.0,5,15475.235353963359
Ioptimality_N25,Expansion,65.0,25.0,5,14868.966367572211
Ioptimality_remaining,Expansion,65.0,56.0,5,13772.55208262446
Ioptimality_N10,Expansion,66.0,10.0,5,15280.10634855372
Ioptimality_N25,Expansion,66.0,25.0,5,14677.092091334178
Ioptimality_remaining,Expansion,66.0,55.0,5,13647.062854718486
Ioptimality_N10,Expansion,67.0,10.0,5,14355.677025113493
Ioptimality_N25,Expansion,67.0,25.0,5,13792.27662768566
Ioptimality_remaining,Expansion,67.0,54.0,5,12899.228053472449
Ioptimality_N10,Expansion,68.0,10.0,5,12359.143319270435
Ioptimality_N25,Expansion,68.0,25.0,5,11882.766812943832
Ioptimality_remaining,Expansion,68.0,53.0,5,11197.46262055537
Ioptimality_N10,Expansion,69.0,10.0,5,10305.156019006452
Ioptimality_N25,Expansion,69.0,25.0,5,9917.018183638469
Ioptimality_remaining,Expansion,69.0,52.0,5,9419.63865374664
Ioptimality_N10,Expansion,70.0,10.0,5,8670.200804742884
Ioptimality_N25,Expansion,70.0,25.0,5,8351.39178092234
Ioptimality_remaining,Expansion,70.0,51.0,5,7993.57948623011
Ioptimality_N10,Expansion,71.0,10.0,5,7488.352347070062
Ioptimality_N25,Expansion,71.0,25.0,5,7219.125003251176
Ioptimality_remaining,Expansion,71.0,50.0,5,6958.828039922765
Ioptimality_N10,Expansion,72.0,10.0,5,6682.506935347116
Ioptimality_N25,Expansion,72.0,25.0,5,6446.484656032987
Ioptimality_remaining,Expansion,72.0,49.0,5,6253.501616414259
Ioptimality_N10,Expansion,73.0,10.0,5,6152.44293429202
Ioptimality_N25,Expansion,73.0,25.0,5,5937.715868286786
Ioptimality_remaining,Expansion,73.0,48.0,5,5792.21539986915
Ioptimality_N10,Expansion,74.0,10.0,5,5777.260329988612
Ioptimality_N25,Expansion,74.0,25.0,5,5577.091896026116
Ioptimality_remaining,Expansion,74.0,47.0,5,5467.961276296759
Ioptimality_N10,Expansion,75.0,10.0,5,5561.179575790438
Ioptimality_N25,Expansion,75.0,25.0,5,5368.9486567257345
Ioptimality_remaining,Expansion,75.0,46.0,5,5287.240738381246
Ioptimality_N10,Expansion,76.0,10.0,5,5486.252902767548
Ioptimality_N25,Expansion,76.0,25.0,5,5295.890641189539
Ioptimality_remaining,Expansion,76.0,45.0,5,5234.961167171468
Ioptimality_N10,Expansion,77.0,10.0,5,5446.51298639784
Ioptimality_N25,Expansion,77.0,25.0,5,5255.169211286714
Ioptimality_remaining,Expansion,77.0,44.0,5,5210.365905718463
Ioptimality_N10,Expansion,78.0,10.0,5,4550.263820534086
Ioptimality_N25,Expansion,78.0,25.0,5,4384.870218284434
Ioptimality_remaining,Expansion,78.0,43.0,5,4353.567327007496
Ioptimality_N10,Expansion,79.0,10.0,5,2976.7578618198995
Ioptimality_N25,Expansion,79.0,25.0,5,2862.9988613114565
Ioptimality_remaining,Expansion,79.0,42.0,5,2843.624467428385
Ioptimality_N10,Expansion,80.0,10.0,5,2402.6629822316236
Ioptimality_N25,Expansion,80.0,25.0,5,2307.1813910560827
Ioptimality_remaining,Expansion,80.0,41.0,5,2294.733955432972
Ioptimality_N10,Expansion,81.0,10.0,5,2370.738368588024
Ioptimality_N25,Expansion,81.0,25.0,5,2275.32626989093
Ioptimality_remaining,Expansion,81.0,40.0,5,2270.4207219960076
Ioptimality_N10,Expansion,82.0,10.0,5,2287.1187622085376
Ioptimality_N25,Expansion,82.0,25.0,5,2195.8607719288157
Ioptimality_remaining,Expansion,82.0,39.0,5,2200.3904551759674
Ioptimality_N10,Expansion,83.0,10.0,5,2002.5063742853465
Ioptimality_N25,Expansion,83.0,25.0,5,1924.6575270399085
Ioptimality_remaining,Expansion,83.0,38.0,5,1937.4897314013215
Ioptimality_N10,Expansion,84.0,10.0,5,1617.9267800781658
Ioptimality_N25,Expansion,84.0,25.0,5,1557.6651092457043
Ioptimality_remaining,Expansion,84.0,37.0,5,1575.1635512756027
Ioptimality_N10,Expansion,85.0,10.0,5,1139.5959017498135
Ioptimality_N25,Expansion,85.0,25.0,5,1100.0051604003147
Ioptimality_remaining,Expansion,85.0,36.0,5,1117.3119647021088
Ioptimality_N10,Expansion,86.0,10.0,5,778.0051169170526
Ioptimality_N25,Expansion,86.0,25.0,5,753.480630050553
Ioptimality_remaining,Expansion,86.0,35.0,5,768.3746103322947
Ioptimality_N10,Expansion,87.0,10.0,5,547.8427347076612
Ioptimality_N25,Expansion,87.0,25.0,5,532.6589442136793
Ioptimality_remaining,Expansion,87.0,34.0,5,544.9477226429448
Ioptimality_N10,Expansion,88.0,10.0,5,480.05435188060164
Ioptimality_N25,Expansion,88.0,25.0,5,468.5082152619117
Ioptimality_remaining,Expansion,88.0,33.0,5,480.33297784695964
Ioptimality_N10,Expansion,89.0,10.0,5,475.28134771627475
Ioptimality_N25,Expansion,89.0,25.0,5,465.368419986292
Ioptimality_remaining,Expansion,89.0,32.0,5,477.61127806410485
Ioptimality_N10,Expansion,90.0,10.0,5,471.4753976905555
Ioptimality_N25,Expansion,90.0,25.0,5,463.2958553601945
Ioptimality_remaining,Expansion,90.0,31.0,5,475.5865276198128
Ioptimality_N10,Expansion,91.0,10.0,5,398.67521315336387
Ioptimality_N25,Expansion,91.0,25.0,5,393.179779104238
Ioptimality_remaining,Expansion,91.0,30.0,5,403.31215942895443
Ioptimality_N10,Expansion,92.0,10.0,5,295.07779027027016
Ioptimality_N25,Expansion,92.0,25.0,5,292.34562112083574
Ioptimality_remaining,Expansion,92.0,29.0,5,299.35191659687365
Ioptimality_N10,Expansion,93.0,10.0,5,201.76802696001803
Ioptimality_N25,Expansion,93.0,25.0,5,201.08444824166102
Ioptimality_remaining,Expansion,93.0,28.0,5,205.2753010051218
Ioptimality_N10,Expansion,94.0,10.0,5,129.54262458882428
Ioptimality_N25,Expansion,94.0,25.0,5,130.08022182965843
Ioptimality_remaining,Expansion,94.0,27.0,5,132.1687913577746
Ioptimality_N10,Expansion,95.0,10.0,5,82.31344356418478
Ioptimality_N25,Expansion,95.0,25.0,5,83.45582937197534
Ioptimality_remaining,Expansion,95.0,26.0,5,84.22578214437941
Ioptimality_N10,Expansion,96.0,10.0,5,51.444064110657834
Ioptimality_N25,Expansion,96.0,25.0,5,52.792444628812085
Ioptimality_remaining,Expansion,96.0,25.0,5,52.792444628812085
Ioptimality_N10,Expansion,97.0,10.0,5,31.251325933368697
Ioptimality_remaining,Expansion,97.0,24.0,5,32.15744091532875
Ioptimality_N10,Expansion,98.0,10.0,5,18.54223471893523
Ioptimality_remaining,Expansion,98.0,23.0,5,19.125143273599356
Ioptimality_N10,Expansion,99.0,10.0,5,10.81941716457756
Ioptimality_remaining,Expansion,99.0,22.0,5,11.177355551551875
Ioptimality_N10,Expansion,100.0,10.0,5,6.367388155399199
Ioptimality_remaining,Expansion,100.0,21.0,5,6.578813826515914
Ioptimality_N10,Expansion,101.0,10.0,5,3.884519375154619
Ioptimality_remaining,Expansion,101.0,20.0,5,4.00405297624869
Ioptimality_N10,Expansion,102.0,10.0,5,2.5749163709600587
Ioptimality_remaining,Expansion,102.0,19.0,5,2.640461445396287
Ioptimality_N10,Expansion,103.0,10.0,5,1.905508404340362
Ioptimality_remaining,Expansion,103.0,18.0,5,1.940550870636208
Ioptimality_N10,Expansion,104.0,10.0,5,1.5728829219894784
Ioptimality_remaining,Expansion,104.0,17.0,5,1.5912988041810023
Ioptimality_N10,Expansion,105.0,10.0,5,1.4180713024384581
Ioptimality_remaining,Expansion,105.0,16.0,5,1.4278859281872278
Ioptimality_N10,Expansion,106.0,10.0,5,1.3534963812789156
Ioptimality_remaining,Expansion,106.0,15.0,5,1.3592383555644736
Ioptimality_N10,Expansion,107.0,10.0,5,1.3300600329977847
Ioptimality_remaining,Expansion,107.0,14.0,5,1.3340406564824525
Ioptimality_N10,Expansion,108.0,10.0,5,1.3237466362252903
Ioptimality_remaining,Expansion,108.0,13.0,5,1.326902694520966
Ioptimality_N10,Expansion,109.0,10.0,5,1.3224502921050605
Ioptimality_remaining,Expansion,109.0,12.0,5,1.3250080645574032
Ioptimality_N10,Expansion,110.0,10.0,5,1.322219232407219
Ioptimality_remaining,Expansion,110.0,11.0,5,1.3238958034048238
Ioptimality_N10,Expansion,111.0,10.0,5,1.3223951947645536
Ioptimality_remaining,Expansion,111.0,10.0,5,1.3223951947645536
Ioptimality_remaining,Expansion,112.0,9.0,5,1.320604442883717
Ioptimality_remaining,Expansion,113.0,8.0,5,1.3189773015029298
Ioptimality_remaining,Expansion,114.0,7.0,5,1.318688790503199
Ioptimality_remaining,Expansion,115.0,6.0,5,1.3197053033111794
Ioptimality_remaining,Expansion,116.0,5.0,5,1.3201937430185287
Ioptimality_remaining,Expansion,117.0,4.0,5,1.3160377943588222
Ioptimality_remaining,Expansion,118.0,3.0,5,1.2925851548814922
Ioptimality_remaining,Expansion,119.0,2.0,5,1.2302799839978582
Ioptimality_remaining,Expansion,120.0,1.0,5,1.0917111145861293
Ioptimality_N10,Resistance + Expansion,1.0,10.0,2,
Ioptimality_N25,Resistance + Expansion,1.0,25.0,2,
Ioptimality_remaining,Resistance + Expansion,1.0,120.0,2,
Ioptimality_N10,Resistance + Expansion,2.0,10.0,4,
Ioptimality_N25,Resistance + Expansion,2.0,25.0,4,
Ioptimality_remaining,Resistance + Expansion,2.0,119.0,4,
Ioptimality_N10,Resistance + Expansion,3.0,10.0,5,4164502.9128339114
Ioptimality_N25,Resistance + Expansion,3.0,25.0,5,4137738.0441699624
Ioptimality_remaining,Resistance + Expansion,3.0,118.0,5,4088119.4367421754
Ioptimality_N10,Resistance + Expansion,4.0,10.0,5,2329521.2940619253
Ioptimality_N25,Resistance + Expansion,4.0,25.0,5,2314815.0559730357
Ioptimality_remaining,Resistance + Expansion,4.0,117.0,5,2294802.292555614
Ioptimality_N10,Resistance + Expansion,5.0,10.0,5,1601855.3673358974
Ioptimality_N25,Resistance + Expansion,5.0,25.0,5,1591830.603431299
Ioptimality_remaining,Resistance + Expansion,5.0,116.0,5,1580812.4414165998
Ioptimality_N10,Resistance + Expansion,6.0,10.0,5,192162.6618929035
